Country,Localite,Category,Value,Date,Sources
Sierra Leone,Koinadugu,Suspected cases,0,Sep,Gvt
Sierra Leone,Kono,Cases,55,Sep,WHO
Sierra Leone,Kono,Cases,55,Sep,Gvt
Sierra Leone,Kono,Confirmed cases,15,Sep,WHO
Sierra Leone,Kono,Confirmed cases,15,Sep,Gvt
Sierra Leone,Kono,Deaths,3,Sep,WHO
Sierra Leone,Kono,Deaths,3,Sep,Gvt
Sierra Leone,Kono,New cases,0,Sep,WHO
Sierra Leone,Kono,New cases,0,Sep,Gvt
Sierra Leone,Kono,Probable cases,1,Sep,WHO
Sierra Leone,Kono,Probable cases,1,Sep,Gvt
Sierra Leone,Kono,Suspected cases,39,Sep,WHO
Sierra Leone,Kono,Suspected cases,39,Sep,Gvt
Sierra Leone,Moyamba,Cases,19,Sep,WHO
Sierra Leone,Moyamba,Cases,19,Sep,Gvt
Sierra Leone,Moyamba,Confirmed cases,17,Sep,WHO
Sierra Leone,Moyamba,Confirmed cases,17,Sep,Gvt
Sierra Leone,Moyamba,Deaths,6,Sep,WHO
Sierra Leone,Moyamba,Deaths,6,Sep,Gvt
Sierra Leone,Moyamba,New cases,0,Sep,WHO
Sierra Leone,Moyamba,New cases,0,Sep,Gvt
Sierra Leone,Moyamba,Probable cases,0,Sep,WHO
Sierra Leone,Moyamba,Probable cases,0,Sep,Gvt
Sierra Leone,Moyamba,Suspected cases,2,Sep,WHO
Sierra Leone,Moyamba,Suspected cases,2,Sep,Gvt
Sierra Leone,National,Cases,1735,Sep,WHO
Sierra Leone,National,Cases,1735,Sep,Gvt
Sierra Leone,National,Confirmed cases,1571,Sep,WHO
Sierra Leone,National,Confirmed cases,1571,Sep,Gvt
Sierra Leone,National,Deaths,580,Sep,WHO
Sierra Leone,National,Deaths,531,Sep,Gvt
Sierra Leone,National,New cases,7,Sep,WHO
Sierra Leone,National,New cases,34,Sep,Gvt
Sierra Leone,National,Probable cases,37,Sep,WHO
Sierra Leone,National,Probable cases,37,Sep,Gvt
Sierra Leone,National,Suspected cases,127,Sep,WHO
Sierra Leone,National,Suspected cases,127,Sep,Gvt
Sierra Leone,Port Loko,Cases,160,Sep,WHO
Sierra Leone,Port Loko,Cases,160,Sep,Gvt
Sierra Leone,Port Loko,Confirmed cases,155,Sep,WHO
Sierra Leone,Port Loko,Confirmed cases,155,Sep,Gvt
Sierra Leone,Port Loko,Deaths,18,Sep,WHO
Sierra Leone,Port Loko,Deaths,18,Sep,Gvt
Sierra Leone,Port Loko,New cases,0,Sep,WHO
Sierra Leone,Port Loko,New cases,0,Sep,Gvt
Sierra Leone,Port Loko,Probable cases,1,Sep,WHO
Sierra Leone,Port Loko,Probable cases,1,Sep,Gvt
Sierra Leone,Port Loko,Suspected cases,4,Sep,WHO
Sierra Leone,Port Loko,Suspected cases,4,Sep,Gvt
Sierra Leone,Pujehun,Cases,11,Sep,WHO
Sierra Leone,Pujehun,Cases,11,Sep,Gvt
Sierra Leone,Pujehun,Confirmed cases,10,Sep,WHO
Sierra Leone,Pujehun,Confirmed cases,10,Sep,Gvt
Sierra Leone,Pujehun,Deaths,1,Sep,WHO
Sierra Leone,Pujehun,Deaths,1,Sep,Gvt
Sierra Leone,Pujehun,New cases,0,Sep,WHO
Sierra Leone,Pujehun,New cases,0,Sep,Gvt
Sierra Leone,Pujehun,Probable cases,0,Sep,WHO
Sierra Leone,Pujehun,Probable cases,0,Sep,Gvt
Sierra Leone,Pujehun,Suspected cases,1,Sep,WHO
Sierra Leone,Pujehun,Suspected cases,1,Sep,Gvt
Sierra Leone,Tonkolili,Cases,37,Sep,WHO
Sierra Leone,Tonkolili,Cases,37,Sep,Gvt
Sierra Leone,Tonkolili,Confirmed cases,35,Sep,WHO
Sierra Leone,Tonkolili,Confirmed cases,35,Sep,Gvt
Sierra Leone,Tonkolili,Deaths,2,Sep,WHO
Sierra Leone,Tonkolili,Deaths,2,Sep,Gvt
Sierra Leone,Tonkolili,New cases,3,Sep,WHO
Sierra Leone,Tonkolili,New cases,3,Sep,Gvt
Sierra Leone,Tonkolili,Probable cases,0,Sep,WHO
Sierra Leone,Tonkolili,Probable cases,0,Sep,Gvt
Sierra Leone,Tonkolili,Suspected cases,2,Sep,WHO
Sierra Leone,Tonkolili,Suspected cases,2,Sep,Gvt
Sierra Leone,Western Area Rural,Cases,62,Sep,WHO
Sierra Leone,Western area rural,Cases,62,Sep,Gvt
Sierra Leone,Western Area Rural,Confirmed cases,55,Sep,WHO
Sierra Leone,Western area rural,Confirmed cases,55,Sep,Gvt
Sierra Leone,Western Area Rural,Deaths,2,Sep,WHO
Sierra Leone,Western area rural,Deaths,2,Sep,Gvt
Sierra Leone,Western Area Rural,New cases,0,Sep,WHO
Sierra Leone,Western area rural,New cases,1,Sep,Gvt
Sierra Leone,Western Area Rural,Probable cases,0,Sep,WHO
Sierra Leone,Western area rural,Probable cases,0,Sep,Gvt
Sierra Leone,Western Area Rural,Suspected cases,7,Sep,WHO
Sierra Leone,Western area rural,Suspected cases,7,Sep,Gvt
Sierra Leone,Western Area Urban,Cases,138,Sep,WHO
Sierra Leone,Western area urban,Cases,138,Sep,Gvt
Sierra Leone,Western Area Urban,Confirmed cases,129,Sep,WHO
Sierra Leone,Western area urban,Confirmed cases,129,Sep,Gvt
Sierra Leone,Western Area Urban,Deaths,7,Sep,WHO
Sierra Leone,Western area urban,Deaths,8,Sep,Gvt
Sierra Leone,Western Area Urban,New cases,2,Sep,WHO
Sierra Leone,Western area urban,New cases,2,Sep,Gvt
Sierra Leone,Western Area Urban,Probable cases,1,Sep,WHO
Sierra Leone,Western area urban,Probable cases,1,Sep,Gvt
Sierra Leone,Western Area Urban,Suspected cases,8,Sep,WHO
Sierra Leone,Western area urban,Suspected cases,8,Sep,Gvt
Guinea,Boffa,Cases,24,Sep,Gvt
Guinea,Boffa,Confirmed cases,19,Sep,Gvt
Guinea,Boffa,Deaths,16,Sep,Gvt
Guinea,Boffa,New cases,0,Sep,Gvt
Guinea,Boffa,Probable cases,5,Sep,Gvt
Guinea,Boffa,Suspected cases,0,Sep,Gvt
Guinea,Conakry,Cases,147,Sep,Gvt
Guinea,Conakry,Confirmed cases,130,Sep,Gvt
Guinea,Conakry,Deaths,68,Sep,Gvt
Guinea,Conakry,New cases,1,Sep,Gvt
Guinea,Conakry,Probable cases,8,Sep,Gvt
Guinea,Conakry,Suspected cases,9,Sep,Gvt
Guinea,Coyah,Cases,7,Sep,Gvt
Guinea,Coyah,Confirmed cases,7,Sep,Gvt
Guinea,Coyah,Deaths,5,Sep,Gvt
Guinea,Coyah,New cases,0,Sep,Gvt
Guinea,Coyah,Probable cases,0,Sep,Gvt
Guinea,Coyah,Suspected cases,0,Sep,Gvt
Guinea,Dabola,Cases,4,Sep,Gvt
Guinea,Dabola,Confirmed cases,1,Sep,Gvt
Guinea,Dabola,Deaths,4,Sep,Gvt
Guinea,Dabola,New cases,0,Sep,Gvt
Guinea,Dabola,Probable cases,3,Sep,Gvt
Guinea,Dabola,Suspected cases,0,Sep,Gvt
Guinea,Dalaba,Cases,2,Sep,Gvt
Guinea,Dalaba,Confirmed cases,2,Sep,Gvt
Guinea,Dalaba,Deaths,0,Sep,Gvt
Guinea,Dalaba,New cases,0,Sep,Gvt
Guinea,Dalaba,Probable cases,0,Sep,Gvt
Guinea,Dalaba,Suspected cases,0,Sep,Gvt
Guinea,Dinguiraye,Cases,1,Sep,Gvt
Guinea,Dinguiraye,Confirmed cases,0,Sep,Gvt
Guinea,Dinguiraye,Deaths,1,Sep,Gvt
Guinea,Dinguiraye,New cases,0,Sep,Gvt
Guinea,Dinguiraye,Probable cases,1,Sep,Gvt
Guinea,Dinguiraye,Suspected cases,0,Sep,Gvt
Guinea,Dubreka,Cases,22,Sep,Gvt
Guinea,Dubreka,Confirmed cases,21,Sep,Gvt
Guinea,Dubreka,Deaths,7,Sep,Gvt
Guinea,Dubreka,New cases,0,Sep,Gvt
Guinea,Dubreka,Probable cases,0,Sep,Gvt
Guinea,Dubreka,Suspected cases,1,Sep,Gvt
Guinea,For_cariah,Cases,10,Sep,Gvt
Guinea,For_cariah,Confirmed cases,9,Sep,Gvt
Guinea,For_cariah,Deaths,7,Sep,Gvt
Guinea,For_cariah,New cases,0,Sep,Gvt
Guinea,For_cariah,Probable cases,0,Sep,Gvt
Guinea,For_cariah,Suspected cases,1,Sep,Gvt
Guinea,Gueckedou,Cases,350,Sep,Gvt
Guinea,Gueckedou,Confirmed cases,236,Sep,Gvt
Guinea,Gueckedou,Deaths,293,Sep,Gvt
Guinea,Gueckedou,New cases,0,Sep,Gvt
Guinea,Gueckedou,Probable cases,110,Sep,Gvt
Guinea,Gueckedou,Suspected cases,4,Sep,Gvt
Guinea,Kerouane,Cases,22,Sep,Gvt
Guinea,Kerouane,Confirmed cases,22,Sep,Gvt
Guinea,Kerouane,Deaths,3,Sep,Gvt
Guinea,Kerouane,New cases,0,Sep,Gvt
Guinea,Kerouane,Probable cases,0,Sep,Gvt
Guinea,Kerouane,Suspected cases,0,Sep,Gvt
Guinea,Kissidougou,Cases,8,Sep,Gvt
Guinea,Kissidougou,Confirmed cases,3,Sep,Gvt
Guinea,Kissidougou,Deaths,7,Sep,Gvt
Guinea,Kissidougou,New cases,0,Sep,Gvt
Guinea,Kissidougou,Probable cases,5,Sep,Gvt
Guinea,Kissidougou,Suspected cases,0,Sep,Gvt
Guinea,Kouroussa,Cases,4,Sep,Gvt
Guinea,Kouroussa,Confirmed cases,2,Sep,Gvt
Guinea,Kouroussa,Deaths,4,Sep,Gvt
Guinea,Kouroussa,New cases,0,Sep,Gvt
Guinea,Kouroussa,Probable cases,2,Sep,Gvt
Guinea,Kouroussa,Suspected cases,0,Sep,Gvt
Guinea,Macenta,Cases,285,Sep,Gvt
Guinea,Macenta,Confirmed cases,262,Sep,Gvt
Guinea,Macenta,Deaths,167,Sep,Gvt
Guinea,Macenta,New cases,5,Sep,Gvt
Guinea,Macenta,Probable cases,12,Sep,Gvt
Guinea,Macenta,Suspected cases,11,Sep,Gvt
Guinea,National,Cases,965,Sep,Gvt
Guinea,National,Confirmed cases,777,Sep,Gvt
Guinea,National,Deaths,623,Sep,Gvt
Guinea,National,New cases,6,Sep,Gvt
Guinea,National,Probable cases,161,Sep,Gvt
Guinea,National,Suspected cases,27,Sep,Gvt
Guinea,Nzerekore,Cases,28,Sep,Gvt
Guinea,Nzerekore,Confirmed cases,17,Sep,Gvt
Guinea,Nzerekore,Deaths,20,Sep,Gvt
Guinea,Nzerekore,New cases,0,Sep,Gvt
Guinea,Nzerekore,Probable cases,11,Sep,Gvt
Guinea,Nzerekore,Suspected cases,0,Sep,Gvt
Guinea,Pita,Cases,8,Sep,Gvt
Guinea,Pita,Confirmed cases,6,Sep,Gvt
Guinea,Pita,Deaths,3,Sep,Gvt
Guinea,Pita,New cases,0,Sep,Gvt
Guinea,Pita,Probable cases,1,Sep,Gvt
Guinea,Pita,Suspected cases,1,Sep,Gvt
Guinea,Siguiri,Cases,6,Sep,Gvt
Guinea,Siguiri,Confirmed cases,6,Sep,Gvt
Guinea,Siguiri,Deaths,3,Sep,Gvt
Guinea,Siguiri,New cases,0,Sep,Gvt
Guinea,Siguiri,Probable cases,0,Sep,Gvt
Guinea,Siguiri,Suspected cases,0,Sep,Gvt
Guinea,Telimele,Cases,26,Sep,Gvt
Guinea,Telimele,Confirmed cases,23,Sep,Gvt
Guinea,Telimele,Deaths,10,Sep,Gvt
Guinea,Telimele,New cases,0,Sep,Gvt
Guinea,Telimele,Probable cases,3,Sep,Gvt
Guinea,Telimele,Suspected cases,0,Sep,Gvt
Guinea,Yomou,Cases,11,Sep,Gvt
Guinea,Yomou,Confirmed cases,11,Sep,Gvt
Guinea,Yomou,Deaths,5,Sep,Gvt
Guinea,Yomou,New cases,0,Sep,Gvt
Guinea,Yomou,Probable cases,0,Sep,Gvt
Guinea,Yomou,Suspected cases,0,Sep,Gvt
Liberia,Bomi County ,Cases,85,Sep,Gvt
Liberia,Bomi County ,Confirmed cases,33,Sep,Gvt
Liberia,Bomi County ,Deaths,56,Sep,Gvt
Liberia,Bomi County ,New cases,0,Sep,Gvt
Liberia,Bomi County ,Probable cases,45,Sep,Gvt
Liberia,Bomi County ,Suspected cases,7,Sep,Gvt
Liberia,Bong County ,Cases,229,Sep,Gvt
Liberia,Bong County ,Confirmed cases,53,Sep,Gvt
Liberia,Bong County ,Deaths,71,Sep,Gvt
Liberia,Bong County ,New cases,5,Sep,Gvt
Liberia,Bong County ,Probable cases,53,Sep,Gvt
Liberia,Bong County ,Suspected cases,123,Sep,Gvt
Liberia,Gbarpolu County ,Cases,1,Sep,Gvt
Liberia,Gbarpolu County ,Confirmed cases,0,Sep,Gvt
Liberia,Gbarpolu County ,Deaths,0,Sep,Gvt
Liberia,Gbarpolu County ,New cases,0,Sep,Gvt
Liberia,Gbarpolu County ,Probable cases,0,Sep,Gvt
Liberia,Gbarpolu County ,Suspected cases,1,Sep,Gvt
Liberia,Grand Bassa ,Cases,101,Sep,Gvt
Liberia,Grand Bassa ,Confirmed cases,42,Sep,Gvt
Liberia,Grand Bassa ,Deaths,21,Sep,Gvt
Liberia,Grand Bassa ,New cases,4,Sep,Gvt
Liberia,Grand Bassa ,Probable cases,31,Sep,Gvt
Liberia,Grand Bassa ,Suspected cases,28,Sep,Gvt
Liberia,Grand Cape Mount,Cases,17,Sep,Gvt
Liberia,Grand Cape Mount,Confirmed cases,6,Sep,Gvt
Liberia,Grand Cape Mount,Deaths,14,Sep,Gvt
Liberia,Grand Cape Mount,New cases,0,Sep,Gvt
Liberia,Grand Cape Mount,Probable cases,5,Sep,Gvt
Liberia,Grand Cape Mount,Suspected cases,6,Sep,Gvt
Liberia,Grand Gedeh ,Cases,3,Sep,Gvt
Liberia,Grand Gedeh ,Confirmed cases,0,Sep,Gvt
Liberia,Grand Gedeh ,Deaths,2,Sep,Gvt
Liberia,Grand Gedeh ,New cases,0,Sep,Gvt
Liberia,Grand Gedeh ,Probable cases,0,Sep,Gvt
Liberia,Grand Gedeh ,Suspected cases,3,Sep,Gvt
Liberia,Grand Kru ,Cases,3,Sep,Gvt
Liberia,Grand Kru ,Confirmed cases,1,Sep,Gvt
Liberia,Grand Kru ,Deaths,2,Sep,Gvt
Liberia,Grand Kru ,New cases,2,Sep,Gvt
Liberia,Grand Kru ,Probable cases,2,Sep,Gvt
Liberia,Grand Kru ,Suspected cases,0,Sep,Gvt
Liberia,Lofa County ,Cases,740,Sep,Gvt
Liberia,Lofa County ,Confirmed cases,275,Sep,Gvt
Liberia,Lofa County ,Deaths,388,Sep,Gvt
Liberia,Lofa County ,New cases,14,Sep,Gvt
Liberia,Lofa County ,Probable cases,412,Sep,Gvt
Liberia,Lofa County ,Suspected cases,53,Sep,Gvt
Liberia,Margibi County ,Cases,482,Sep,Gvt
Liberia,Margibi County ,Confirmed cases,35,Sep,Gvt
Liberia,Margibi County ,Deaths,202,Sep,Gvt
Liberia,Margibi County ,New cases,15,Sep,Gvt
Liberia,Margibi County ,Probable cases,230,Sep,Gvt
Liberia,Margibi County ,Suspected cases,217,Sep,Gvt
Liberia,Maryland County ,Cases,8,Sep,Gvt
Liberia,Maryland County ,Confirmed cases,3,Sep,Gvt
Liberia,Maryland County ,Deaths,8,Sep,Gvt
Liberia,Maryland County ,New cases,0,Sep,Gvt
Liberia,Maryland County ,Probable cases,2,Sep,Gvt
Liberia,Maryland County ,Suspected cases,3,Sep,Gvt
Liberia,Montserrado County ,Cases,1154,Sep,Gvt
Liberia,Montserrado County ,Confirmed cases,352,Sep,Gvt
Liberia,Montserrado County ,Deaths,694,Sep,Gvt
Liberia,Montserrado County ,New cases,53,Sep,Gvt
Liberia,Montserrado County ,Probable cases,469,Sep,Gvt
Liberia,Montserrado County ,Suspected cases,333,Sep,Gvt
Liberia,National  ,Cases,3017,Sep,Gvt
Liberia,National  ,Confirmed cases,861,Sep,Gvt
Liberia,National  ,Deaths,1567,Sep,Gvt
Liberia,National  ,New cases,93,Sep,Gvt
Liberia,National  ,Probable cases,1339,Sep,Gvt
Liberia,National  ,Suspected cases,817,Sep,Gvt
Liberia,Nimba County ,Cases,175,Sep,Gvt
Liberia,Nimba County ,Confirmed cases,59,Sep,Gvt
Liberia,Nimba County ,Deaths,101,Sep,Gvt
Liberia,Nimba County ,New cases,0,Sep,Gvt
Liberia,Nimba County ,Probable cases,87,Sep,Gvt
Liberia,Nimba County ,Suspected cases,29,Sep,Gvt
Liberia,River Gee County,Cases,12,Sep,Gvt
Liberia,River Gee County,Confirmed cases,0,Sep,Gvt
Liberia,River Gee County,Deaths,6,Sep,Gvt
Liberia,River Gee County,New cases,0,Sep,Gvt
Liberia,River Gee County,Probable cases,3,Sep,Gvt
Liberia,River Gee County,Suspected cases,9,Sep,Gvt
Liberia,RiverCess County ,Cases,1,Sep,Gvt
Liberia,RiverCess County ,Confirmed cases,1,Sep,Gvt
Liberia,RiverCess County ,Deaths,1,Sep,Gvt
Liberia,RiverCess County ,New cases,0,Sep,Gvt
Liberia,RiverCess County ,Probable cases,0,Sep,Gvt
Liberia,RiverCess County ,Suspected cases,0,Sep,Gvt
Liberia,Sinoe County ,Cases,6,Sep,Gvt
Liberia,Sinoe County ,Confirmed cases,1,Sep,Gvt
Liberia,Sinoe County ,Deaths,1,Sep,Gvt
Liberia,Sinoe County ,New cases,0,Sep,Gvt
Liberia,Sinoe County ,Probable cases,0,Sep,Gvt
Liberia,Sinoe County ,Suspected cases,5,Sep,Gvt
Senegal,District Nord,Cases,1,Sep,Gvt
Senegal,District Nord,Confirmed cases,1,Sep,Gvt
Senegal,District Nord,Deaths,0,Sep,Gvt
Senegal,District Nord,New cases,0,Sep,Gvt
Senegal,District Nord,Probable cases,0,Sep,Gvt
Senegal,District Nord,Suspected cases,0,Sep,Gvt
Senegal,National,Cases,1,Sep,Gvt
Senegal,National,Confirmed cases,1,Sep,Gvt
Senegal,National,Deaths,0,Sep,Gvt
Senegal,National,New cases,0,Sep,Gvt
Senegal,National,Probable cases,0,Sep,Gvt
Senegal,National,Suspected cases,0,Sep,Gvt
Sierra Leone,Bo,Cases,90,Sep,Gvt
Sierra Leone,Bo,Confirmed cases,77,Sep,Gvt
Sierra Leone,Bo,Deaths,16,Sep,Gvt
Sierra Leone,Bo,New cases,0,Sep,Gvt
Sierra Leone,Bo,Probable cases,1,Sep,Gvt
Sierra Leone,Bo,Suspected cases,12,Sep,Gvt
Sierra Leone,Bombali,Cases,129,Sep,Gvt
Sierra Leone,Bombali,Confirmed cases,122,Sep,Gvt
Sierra Leone,Bombali,Deaths,6,Sep,Gvt
Sierra Leone,Bombali,New cases,10,Sep,Gvt
Sierra Leone,Bombali,Probable cases,1,Sep,Gvt
Sierra Leone,Bombali,Suspected cases,6,Sep,Gvt
Sierra Leone,Bonthe,Cases,2,Sep,Gvt
Sierra Leone,Bonthe,Confirmed cases,1,Sep,Gvt
Sierra Leone,Bonthe,Deaths,1,Sep,Gvt
Sierra Leone,Bonthe,New cases,0,Sep,Gvt
Sierra Leone,Bonthe,Probable cases,0,Sep,Gvt
Sierra Leone,Bonthe,Suspected cases,1,Sep,Gvt
Sierra Leone,Kailahun,Cases,579,Sep,Gvt
Sierra Leone,Kailahun,Confirmed cases,529,Sep,Gvt
Sierra Leone,Kailahun,Deaths,238,Sep,Gvt
Sierra Leone,Kailahun,New cases,0,Sep,Gvt
Sierra Leone,Kailahun,Probable cases,32,Sep,Gvt
Sierra Leone,Kailahun,Suspected cases,18,Sep,Gvt
Sierra Leone,Kambia,Cases,4,Sep,Gvt
Sierra Leone,Kambia,Confirmed cases,4,Sep,Gvt
Sierra Leone,Kambia,Deaths,1,Sep,Gvt
Sierra Leone,Kambia,New cases,1,Sep,Gvt
Sierra Leone,Kambia,Probable cases,0,Sep,Gvt
Sierra Leone,Kambia,Suspected cases,0,Sep,Gvt
Sierra Leone,Kenema,Cases,439,Sep,Gvt
Sierra Leone,Kenema,Confirmed cases,412,Sep,Gvt
Sierra Leone,Kenema,Deaths,233,Sep,Gvt
Sierra Leone,Kenema,New cases,2,Sep,Gvt
Sierra Leone,Kenema,Probable cases,0,Sep,Gvt
Sierra Leone,Kenema,Suspected cases,27,Sep,Gvt
Sierra Leone,Koinadugu,Cases,0,Sep,Gvt
Sierra Leone,Koinadugu,Confirmed cases,0,Sep,Gvt
Sierra Leone,Koinadugu,Deaths,0,Sep,Gvt
Sierra Leone,Koinadugu,New cases,0,Sep,Gvt
Sierra Leone,Koinadugu,Probable cases,0,Sep,Gvt
Sierra Leone,Koinadugu,Suspected cases,0,Sep,Gvt
Sierra Leone,Kono,Cases,55,Sep,Gvt
Sierra Leone,Kono,Confirmed cases,15,Sep,Gvt
Sierra Leone,Kono,Deaths,3,Sep,Gvt
Sierra Leone,Kono,New cases,0,Sep,Gvt
Sierra Leone,Kono,Probable cases,1,Sep,Gvt
Sierra Leone,Kono,Suspected cases,39,Sep,Gvt
Sierra Leone,Moyamba,Cases,28,Sep,Gvt
Sierra Leone,Moyamba,Confirmed cases,24,Sep,Gvt
Sierra Leone,Moyamba,Deaths,6,Sep,Gvt
Sierra Leone,Moyamba,New cases,9,Sep,Gvt
Sierra Leone,Moyamba,Probable cases,0,Sep,Gvt
Sierra Leone,Moyamba,Suspected cases,4,Sep,Gvt
Sierra Leone,National,Cases,1753,Sep,Gvt
Sierra Leone,National,Confirmed cases,1585,Sep,Gvt
Sierra Leone,National,Deaths,537,Sep,Gvt
Sierra Leone,National,New cases,41,Sep,Gvt
Sierra Leone,National,Probable cases,37,Sep,Gvt
Sierra Leone,National,Suspected cases,131,Sep,Gvt
Sierra Leone,Port Loko,Cases,165,Sep,Gvt
Sierra Leone,Port Loko,Confirmed cases,160,Sep,Gvt
Sierra Leone,Port Loko,Deaths,18,Sep,Gvt
Sierra Leone,Port Loko,New cases,5,Sep,Gvt
Sierra Leone,Port Loko,Probable cases,1,Sep,Gvt
Sierra Leone,Port Loko,Suspected cases,4,Sep,Gvt
Sierra Leone,Pujehun,Cases,11,Sep,Gvt
Sierra Leone,Pujehun,Confirmed cases,10,Sep,Gvt
Sierra Leone,Pujehun,Deaths,1,Sep,Gvt
Sierra Leone,Pujehun,New cases,0,Sep,Gvt
Sierra Leone,Pujehun,Probable cases,0,Sep,Gvt
Sierra Leone,Pujehun,Suspected cases,1,Sep,Gvt
Sierra Leone,Tonkolili,Cases,41,Sep,Gvt
Sierra Leone,Tonkolili,Confirmed cases,39,Sep,Gvt
Sierra Leone,Tonkolili,Deaths,2,Sep,Gvt
Sierra Leone,Tonkolili,New cases,4,Sep,Gvt
Sierra Leone,Tonkolili,Probable cases,0,Sep,Gvt
Sierra Leone,Tonkolili,Suspected cases,2,Sep,Gvt
Sierra Leone,Western area rural,Cases,63,Sep,Gvt
Sierra Leone,Western area rural,Confirmed cases,56,Sep,Gvt
Sierra Leone,Western area rural,Deaths,3,Sep,Gvt
Sierra Leone,Western area rural,New cases,1,Sep,Gvt
Sierra Leone,Western area rural,Probable cases,0,Sep,Gvt
Sierra Leone,Western area rural,Suspected cases,7,Sep,Gvt
Sierra Leone,Western area urban,Cases,147,Sep,Gvt
Sierra Leone,Western area urban,Confirmed cases,136,Sep,Gvt
Sierra Leone,Western area urban,Deaths,9,Sep,Gvt
Sierra Leone,Western area urban,New cases,9,Sep,Gvt
Sierra Leone,Western area urban,Probable cases,1,Sep,Gvt
Sierra Leone,Western area urban,Suspected cases,10,Sep,Gvt
Nigeria,Lagos,Cases,16,Sep,Gvt
Nigeria,Lagos,Confirmed cases,15,Sep,Gvt
Nigeria,Lagos,Deaths,6,Sep,Gvt
Nigeria,Lagos,New cases,0,Sep,Gvt
Nigeria,Lagos,Probable cases,1,Sep,Gvt
Nigeria,Lagos,Suspected cases,0,Sep,Gvt
Nigeria,National,Cases,20,Sep,Gvt
Nigeria,National,Confirmed cases,19,Sep,Gvt
Nigeria,National,Deaths,8,Sep,Gvt
Nigeria,National,New cases,0,Sep,Gvt
Nigeria,National,Probable cases,1,Sep,Gvt
Nigeria,National,Suspected cases,0,Sep,Gvt
Nigeria,Rivers,Cases,4,Sep,Gvt
Nigeria,Rivers,Confirmed cases,4,Sep,Gvt
Nigeria,Rivers,Deaths,2,Sep,Gvt
Nigeria,Rivers,New cases,0,Sep,Gvt
Nigeria,Rivers,Probable cases,0,Sep,Gvt
Nigeria,Rivers,Suspected cases,0,Sep,Gvt
Sierra Leone,Bo,Cases,95,Sep,Gvt
Sierra Leone,Bo,Confirmed cases,77,Sep,Gvt
Sierra Leone,Bo,Deaths,16,Sep,Gvt
Sierra Leone,Bo,New cases,5,Sep,Gvt
Sierra Leone,Bo,Probable cases,1,Sep,Gvt
Sierra Leone,Bo,Suspected cases,17,Sep,Gvt
Sierra Leone,Bombali,Cases,129,Sep,Gvt
Sierra Leone,Bombali,Confirmed cases,122,Sep,Gvt
Sierra Leone,Bombali,Deaths,6,Sep,Gvt
Sierra Leone,Bombali,New cases,0,Sep,Gvt
Sierra Leone,Bombali,Probable cases,1,Sep,Gvt
Sierra Leone,Bombali,Suspected cases,6,Sep,Gvt
Sierra Leone,Bonthe,Cases,2,Sep,Gvt
Sierra Leone,Bonthe,Confirmed cases,1,Sep,Gvt
Sierra Leone,Bonthe,Deaths,1,Sep,Gvt
Sierra Leone,Bonthe,New cases,0,Sep,Gvt
Sierra Leone,Bonthe,Probable cases,0,Sep,Gvt
Sierra Leone,Bonthe,Suspected cases,1,Sep,Gvt
Sierra Leone,Kailahun,Cases,579,Sep,Gvt
Sierra Leone,Kailahun,Confirmed cases,529,Sep,Gvt
Sierra Leone,Kailahun,Deaths,244,Sep,Gvt
Sierra Leone,Kailahun,New cases,0,Sep,Gvt
Sierra Leone,Kailahun,Probable cases,32,Sep,Gvt
Sierra Leone,Kailahun,Suspected cases,18,Sep,Gvt
Sierra Leone,Kambia,Cases,4,Sep,Gvt
Sierra Leone,Kambia,Confirmed cases,4,Sep,Gvt
Sierra Leone,Kambia,Deaths,1,Sep,Gvt
Sierra Leone,Kambia,New cases,0,Sep,Gvt
Sierra Leone,Kambia,Probable cases,0,Sep,Gvt
Sierra Leone,Kambia,Suspected cases,0,Sep,Gvt
Sierra Leone,Kenema,Cases,438,Sep,Gvt
Sierra Leone,Kenema,Confirmed cases,412,Sep,Gvt
Sierra Leone,Kenema,Deaths,233,Sep,Gvt
Sierra Leone,Kenema,New cases,1,Sep,Gvt
Sierra Leone,Kenema,Probable cases,0,Sep,Gvt
Sierra Leone,Kenema,Suspected cases,26,Sep,Gvt
Sierra Leone,Koinadugu,Cases,0,Sep,Gvt
Sierra Leone,Koinadugu,Confirmed cases,0,Sep,Gvt
Sierra Leone,Koinadugu,Deaths,0,Sep,Gvt
Sierra Leone,Koinadugu,New cases,0,Sep,Gvt
Sierra Leone,Koinadugu,Probable cases,0,Sep,Gvt
Sierra Leone,Koinadugu,Suspected cases,0,Sep,Gvt
Sierra Leone,Kono,Cases,56,Sep,Gvt
Sierra Leone,Kono,Confirmed cases,16,Sep,Gvt
Sierra Leone,Kono,Deaths,3,Sep,Gvt
Sierra Leone,Kono,New cases,2,Sep,Gvt
Sierra Leone,Kono,Probable cases,1,Sep,Gvt
Sierra Leone,Kono,Suspected cases,39,Sep,Gvt
Sierra Leone,Moyamba,Cases,28,Sep,Gvt
Sierra Leone,Moyamba,Confirmed cases,24,Sep,Gvt
Sierra Leone,Moyamba,Deaths,6,Sep,Gvt
Sierra Leone,Moyamba,New cases,0,Sep,Gvt
Sierra Leone,Moyamba,Probable cases,0,Sep,Gvt
Sierra Leone,Moyamba,Suspected cases,4,Sep,Gvt
Sierra Leone,National,Cases,1791,Sep,Gvt
